0	0
0	0.144795
0	0.434701
0	0.725239
0	1.01641
0	1.30821
0	1.60065
0	1.89372
0	2.18742
0	2.48176
0	2.77673
0	3.07234
0	3.36858
0	3.66546
0	3.96298
0	4.26113
0	4.55992
0	4.85935
0	5.15942
0	5.46012
0	5.76147
0	6.06346
0	6.36608
0	6.66935
0	6.97326
0	7.27781
0	7.583
0	7.88884
0	8.19532
0	8.50244
0	8.81021
0	9.11862
0	9.42768
0	9.73738
0	10.0477
0	10.3587
0	10.6704
0	10.9826
0	11.2956
0	11.6092
0	11.9234
0	12.2383
0	12.5538
0	12.87
0	13.1868
0	13.5043
0	13.8224
0	14.1412
0	14.4607
0	14.7808
0	15.1015
0	15.4229
0	15.7449
0	16.0677
0	16.391
0	16.715
0	17.0397
0	17.365
0	17.691
0	18.0177
0	18.345
0	18.6729
0	19.0015
0	19.3308
0	19.6607
0	19.9913
0	20.3226
0	20.6545
0	20.9871
0	21.3203
0	21.6542
0	21.9888
0	22.324
0	22.6599
0	22.9964
0	23.3337
0	23.6715
0	24.0101
0	24.3493
0	24.6892
0	25.0297
0	25.3709
1.90162	25.7128
1.90428	26.0553
1.90697	26.3986
1.9097	26.7424
1.91247	27.087
1.91527	27.4322
1.9181	27.7781
1.92098	28.1247
1.92388	28.4719
1.92683	28.8198
1.92981	29.1684
1.93282	29.5176
1.93588	29.8675
1.93896	30.2181
1.94209	30.5694
1.94525	30.9213
1.94844	31.2739
1.95168	31.6272
1.95495	31.9812
1.95825	32.3358
1.9616	32.6911
1.96498	33.0471
1.96839	33.4038
1.97185	33.7611
1.97534	34.1191
1.97887	34.4778
1.98243	34.8372
1.98603	35.1973
1.98967	35.558
1.99335	35.9194
1.99706	36.2815
2.00081	36.6443
2.0046	37.0077
2.00843	37.3719
2.01229	37.7367
2.01619	38.1022
2.02013	38.4684
2.02411	38.8353
2.02813	39.2028
2.03218	39.571
2.03627	39.94
2.0404	40.3096
2.04457	40.6798
2.04877	41.0508
2.05302	41.4225
2.0573	41.7948
2.06162	42.1679
2.06598	42.5416
2.07038	42.916
2.07482	43.2911
2.07929	43.6669
2.08381	44.0433
2.08836	44.4205
2.09295	44.7984
2.09758	45.1769
2.10226	45.5561
2.10697	45.9361
2.11171	46.3167
2.1165	46.698
2.12133	47.08
2.1262	47.4627
2.13111	47.8461
2.13605	48.2302
2.14104	48.6149
2.14607	49.0004
2.15113	49.3866
2.15624	49.7734
2.16138	50.161
2.16657	50.5492
2.1718	50.9382
2.17706	51.3278
2.18237	51.7182
2.18772	52.1092
2.1931	52.5009
2.19853	52.8934
2.204	53.2865
2.20951	53.6803
2.21506	54.0749
2.22065	54.4701
2.22628	54.866
2.23196	55.2627
2.23767	55.66
2.24342	56.058
2.24922	56.4567
2.25506	56.8561
2.26093	57.2562
2.26685	57.6571
2.27282	58.0586
2.27882	58.4608
2.28486	58.8637
2.29095	59.2672
2.29708	59.6715
2.30325	60.0765
2.30946	60.4821
2.31571	60.8885
2.322	61.2955
2.32834	61.7033
2.33472	62.1117
2.34114	62.5208
2.34761	62.9306
2.35411	63.341
2.36066	63.7522
2.36725	64.164
2.37389	64.5766
2.38056	64.9898
2.38728	65.4037
2.39404	65.8182
2.40085	66.2335
2.4077	66.6494
2.41459	67.066
2.42152	67.4834
2.4285	67.9013
2.43552	68.32
2.44258	68.7394
2.44968	69.1594
2.45683	69.5802
2.46403	70.0016
2.47126	70.4237
2.47854	70.8465
2.48586	71.27
2.49323	71.6942
2.50064	72.1191
2.5081	72.5447
2.51559	72.9709
2.52313	73.3979
2.53072	73.8256
2.53835	74.254
2.54602	74.6832
2.55374	75.113
2.5615	75.5435
2.56931	75.9748
2.57716	76.4068
2.58505	76.8395
2.59299	77.273
2.60097	77.7072
2.609	78.1421
2.61707	78.5778
2.62518	79.0142
2.63334	79.4514
2.64155	79.8893
2.6498	80.3281
2.65809	80.7675
2.66643	81.2078
2.67481	81.6488
2.68324	82.0906
2.69171	82.5332
2.70023	82.9766
2.70879	83.4208
2.7174	83.8658
2.72605	84.3116
2.73475	84.7583
2.74349	85.2057
2.75228	85.654
2.76111	86.1031
2.76999	86.5531
2.77891	87.0039
2.78788	87.4556
2.79689	87.9081
2.80595	88.3615
2.81505	88.8158
2.8242	89.271
2.8334	89.727
2.84263	90.184
2.85192	90.6418
2.86125	91.1006
2.87062	91.5603
2.88004	92.0209
2.88951	92.4824
2.89902	92.9449
2.90858	93.4083
2.91818	93.8727
2.92783	94.3381
2.93752	94.8044
2.94726	95.2717
2.95705	95.7399
2.96688	96.2092
2.97675	96.6794
2.98667	97.1507
2.99664	97.623
3.00665	98.0963
3.01671	98.5706
3.02682	99.046
3.03697	99.5224
3.04716	99.9998
3.0574	100.478
3.06769	100.958
3.07802	101.439
3.0884	101.92
3.09883	102.403
3.1093	102.887
3.11981	103.372
3.13037	103.858
3.14098	104.346
3.15163	104.834
3.16233	105.323
3.17308	105.814
3.18387	106.306
3.19471	106.799
3.20559	107.293
3.21652	107.788
3.22749	108.285
3.23851	108.783
3.24958	109.282
3.26069	109.782
3.27184	110.283
3.28305	110.786
3.2943	111.289
3.30559	111.794
3.31693	112.301
3.32832	112.808
3.33975	113.317
3.35123	113.827
3.36275	114.338
3.37432	114.851
3.38593	115.365
3.39759	115.88
3.4093	116.397
3.42105	116.914
3.43285	117.433
3.44469	117.954
3.45658	118.476
3.46852	118.999
3.4805	119.523
3.49252	120.049
3.50459	120.576
3.51671	121.105
3.52887	121.635
3.54108	122.166
3.55333	122.699
3.56563	123.233
3.57798	123.769
3.59037	124.306
3.6028	124.845
3.61528	125.384
3.62781	125.926
3.64038	126.469
3.653	127.013
3.66566	127.559
3.67837	128.106
3.69112	128.654
3.70392	129.205
3.71676	129.756
3.72965	130.309
3.74258	130.864
3.75556	131.42
3.76858	131.978
3.78165	132.537
3.79476	133.098
3.80792	133.66
3.82112	134.224
3.83437	134.79
3.84766	135.357
3.861	135.925
3.87438	136.496
3.88781	137.068
3.90128	137.641
3.9148	138.216
3.92836	138.793
3.94196	139.371
3.95561	139.951
3.9693	140.532
3.98304	141.115
3.99682	141.7
4.01065	142.287
4.02452	142.875
4.03843	143.465
4.05239	144.056
4.06639	144.65
4.08044	145.245
4.09453	145.841
4.10867	146.439
4.12284	147.04
4.13706	147.641
4.15133	148.245
4.16564	148.85
4.17999	149.457
4.19439	150.066
4.20883	150.676
4.22331	151.289
4.23783	151.903
4.2524	152.519
4.26701	153.136
4.28167	153.756
4.29637	154.377
4.31111	155
4.32589	155.625
4.34072	156.252
4.35558	156.88
4.3705	157.511
4.38545	158.143
4.40045	158.777
4.41548	159.413
4.43056	160.051
4.44569	160.691
4.46085	161.332
