Time,Altitude,X_Moment,Attack_Angle,Trajectory_Angle,Center_of_Mass,Dynamic_Pressure,Mass,Stability_Margin,Thrust,Longitude,Velocity,Wind_Velocity,G_Force,YZ_Moment,Static_Moment,Engine_Angle,Pitch_Angle,Focus,Control_Thrust,Drug_Coefficient,Rocket_Length,Lift_Force
84,27.3618,1.24179e+06,0,35.5281,31.7997,17823.2,295488,25.6259,8.5553e+06,23.5665,1111.58,17.4053,2.97775,7.71136e+07,9.39643e+06,0,29.6272,6.17383,N/A,N/A,N/A,38239.8
84.1,27.4264,1.2407e+06,0,35.4882,31.792,17768.1,295229,25.6182,8.5553e+06,23.6569,1113.9,17.2763,2.98043,7.70805e+07,9.38591e+06,0,29.5863,6.17383,N/A,N/A,N/A,38045
84.2,27.4911,1.23961e+06,0,35.4483,31.7843,17712.9,294969,25.6105,8.5553e+06,23.7475,1116.22,17.1471,2.98311,7.70472e+07,9.3754e+06,0,29.5456,6.17383,N/A,N/A,N/A,37851
84.3,27.5558,1.23852e+06,0,35.4085,31.7766,17657.7,294710,25.6027,8.5553e+06,23.8383,1118.55,17.0178,2.98579,7.70139e+07,9.36488e+06,0,29.5049,6.17383,N/A,N/A,N/A,37657.6
84.4,27.6206,1.23743e+06,0,35.3688,31.7688,17602.6,294451,25.595,8.5553e+06,23.9293,1120.87,16.8883,2.98848,7.69805e+07,9.35435e+06,0,29.4643,6.17383,N/A,N/A,N/A,37465
84.5,27.6855,1.23634e+06,0,35.3291,31.761,17547.5,294192,25.5872,8.5553e+06,24.0206,1123.21,16.7587,2.99117,7.6947e+07,9.34382e+06,0,29.4237,6.17383,N/A,N/A,N/A,37273.1
84.6,27.7505,1.23525e+06,0,35.2895,31.7532,17492.3,293932,25.5794,8.5553e+06,24.1121,1125.54,16.629,2.99387,7.69134e+07,9.33329e+06,0,29.3833,6.17383,N/A,N/A,N/A,37081.8
84.7,27.8155,1.23416e+06,0,35.25,31.7453,17437.2,293673,25.5715,8.5553e+06,24.2039,1127.88,16.4991,2.99658,7.68797e+07,9.32276e+06,0,29.3428,6.17383,N/A,N/A,N/A,36891.2
84.8,27.8806,1.23307e+06,0,35.2105,31.7375,17382.1,293414,25.5637,8.5553e+06,24.2959,1130.22,16.369,2.99929,7.68459e+07,9.31222e+06,0,29.3025,6.17383,N/A,N/A,N/A,36701.4
84.9,27.9457,1.23198e+06,0,35.1711,31.7296,17326.9,293155,25.5558,8.5553e+06,24.3881,1132.56,16.2389,3.002,7.6812e+07,9.30168e+06,0,29.2622,6.23043,N/A,N/A,N/A,36512.2
85,28.011,1.23089e+06,0,35.1318,31.7217,17271.8,292895,25.4912,8.5553e+06,24.4806,1134.91,16.1085,3.00472,7.67781e+07,9.29113e+06,0,29.222,6.23043,N/A,N/A,N/A,36323.6
85.1,28.0763,1.2298e+06,0,35.0925,31.7137,17216.7,292636,25.4833,8.5553e+06,24.5733,1137.26,15.9781,3.00744,7.6744e+07,9.28059e+06,0,29.1818,6.23043,N/A,N/A,N/A,36135.8
85.2,28.1417,1.22871e+06,0,35.0533,31.7058,17161.6,292377,25.4753,8.5553e+06,24.6662,1139.61,15.8475,3.01017,7.67098e+07,9.27003e+06,0,29.1417,6.23043,N/A,N/A,N/A,35948.6
85.3,28.2071,1.22762e+06,0,35.0142,31.6978,17106.5,292118,25.4673,8.5553e+06,24.7594,1141.97,15.7167,3.0129,7.66756e+07,9.25948e+06,0,29.1017,6.23043,N/A,N/A,N/A,35762
85.4,28.2726,1.22654e+06,0,34.9751,31.6898,17051.4,291858,25.4593,8.5553e+06,24.8528,1144.33,15.5858,3.01564,7.66413e+07,9.24892e+06,0,29.0617,6.23043,N/A,N/A,N/A,35576.2
85.5,28.3382,1.22545e+06,0,34.9361,31.6817,16996.3,291599,25.4513,8.5553e+06,24.9464,1146.69,15.4548,3.01838,7.66068e+07,9.23836e+06,0,29.0218,6.23043,N/A,N/A,N/A,35391
85.6,28.4039,1.22436e+06,0,34.8972,31.6736,16941.2,291340,25.4432,8.5553e+06,25.0403,1149.06,15.3236,3.02113,7.65723e+07,9.22779e+06,0,28.982,6.23043,N/A,N/A,N/A,35206.4
85.7,28.4696,1.22327e+06,0,34.8583,31.6655,16886.2,291081,25.4351,8.5553e+06,25.1345,1151.43,15.1923,3.02388,7.65377e+07,9.21723e+06,0,28.9422,6.23043,N/A,N/A,N/A,35022.5
85.8,28.5354,1.22218e+06,0,34.8195,31.6574,16831.1,290821,25.427,8.5553e+06,25.2288,1153.8,15.0608,3.02664,7.6503e+07,9.20665e+06,0,28.9025,6.23043,N/A,N/A,N/A,34839.3
85.9,28.6013,1.22109e+06,0,34.7808,31.6493,16776,290562,25.4188,8.5553e+06,25.3234,1156.18,14.9292,3.0294,7.64682e+07,9.19608e+06,0,28.8628,6.23043,N/A,N/A,N/A,34656.7
86,28.6672,1.22e+06,0,34.7421,31.6411,16720.9,290303,25.4107,8.5553e+06,25.4183,1158.56,14.7974,3.03217,7.64333e+07,9.1855e+06,0,28.8232,6.23043,N/A,N/A,N/A,34474.7
86.1,28.7333,1.21891e+06,0,34.7035,31.6329,16665.8,290044,25.4025,8.5553e+06,25.5134,1160.94,14.6655,3.03494,7.63983e+07,9.17492e+06,0,28.7837,6.23043,N/A,N/A,N/A,34293.4
86.2,28.7994,1.21782e+06,0,34.665,31.6247,16610.8,289784,25.3942,8.5553e+06,25.6087,1163.33,14.5335,3.03772,7.63632e+07,9.16433e+06,0,28.7442,6.23043,N/A,N/A,N/A,34112.7
86.3,28.8655,1.21673e+06,0,34.6265,31.6164,16555.7,289525,25.386,8.5553e+06,25.7043,1165.72,14.4013,3.04051,7.6328e+07,9.15375e+06,0,28.7048,6.23043,N/A,N/A,N/A,33932.6
86.4,28.9317,1.21564e+06,0,34.5881,31.6081,16500.6,289266,25.3777,8.5553e+06,25.8001,1168.11,14.269,3.04329,7.62927e+07,9.14315e+06,0,28.6655,6.23043,N/A,N/A,N/A,33753.2
86.5,28.9981,1.21455e+06,0,34.5497,31.5998,16445.5,289007,25.3694,8.5553e+06,25.8961,1170.51,14.1365,3.04609,7.62574e+07,9.13256e+06,0,28.6262,6.23043,N/A,N/A,N/A,33574.4
86.6,29.0644,1.21346e+06,0,34.5114,31.5915,16390.5,288747,25.3611,8.5553e+06,25.9924,1172.9,14.0039,3.04888,7.62219e+07,9.12196e+06,0,28.587,6.2847,N/A,N/A,N/A,33396.2
86.7,29.1309,1.21237e+06,0,34.4732,31.5831,16335.4,288488,25.2984,8.5553e+06,26.0889,1175.31,13.8711,3.05169,7.61863e+07,9.11136e+06,0,28.5479,6.2847,N/A,N/A,N/A,33218.7
86.8,29.1974,1.21128e+06,0,34.4351,31.5747,16280.3,288229,25.29,8.5553e+06,26.1857,1177.71,13.7382,3.0545,7.61506e+07,9.10075e+06,0,28.5088,6.2847,N/A,N/A,N/A,33041.7
86.9,29.264,1.21019e+06,0,34.397,31.5663,16225.3,287970,25.2816,8.5553e+06,26.2827,1180.12,13.6052,3.05731,7.61149e+07,9.09014e+06,0,28.4698,6.2847,N/A,N/A,N/A,32865.4
87,29.3307,1.2091e+06,0,34.359,31.5579,16170.2,287710,25.2732,8.5553e+06,26.38,1182.53,13.472,3.06013,7.6079e+07,9.07953e+06,0,28.4308,6.2847,N/A,N/A,N/A,32689.7
87.1,29.3974,1.20801e+06,0,34.321,31.5494,16115.1,287451,25.2647,8.5553e+06,26.4775,1184.95,13.3387,3.06295,7.6043e+07,9.06892e+06,0,28.392,6.2847,N/A,N/A,N/A,32514.6
87.2,29.4642,1.20692e+06,0,34.2831,31.5409,16060,287192,25.2562,8.5553e+06,26.5752,1187.37,13.2052,3.06578,7.6007e+07,9.0583e+06,0,28.3531,6.2847,N/A,N/A,N/A,32340.1
87.3,29.5311,1.20583e+06,0,34.2453,31.5324,16005,286933,25.2477,8.5553e+06,26.6732,1189.79,13.0716,3.06861,7.59708e+07,9.04767e+06,0,28.3144,6.2847,N/A,N/A,N/A,32166.2
87.4,29.598,1.20474e+06,0,34.2075,31.5238,15949.9,286673,25.2392,8.5553e+06,26.7714,1192.21,12.9378,3.07145,7.59345e+07,9.03705e+06,0,28.2756,6.2847,N/A,N/A,N/A,31992.9
87.5,29.665,1.20366e+06,0,34.1698,31.5153,15894.8,286414,25.2306,8.5553e+06,26.8699,1194.64,12.8039,3.0743,7.58982e+07,9.02642e+06,0,28.237,6.2847,N/A,N/A,N/A,31820.2
87.6,29.7321,1.20257e+06,0,34.1322,31.5067,15839.7,286155,25.222,8.5553e+06,26.9686,1197.07,12.6699,3.07715,7.58617e+07,9.01579e+06,0,28.1984,6.2847,N/A,N/A,N/A,31648.1
87.7,29.7993,1.20148e+06,0,34.0946,31.498,15784.6,285896,25.2133,8.5553e+06,27.0676,1199.51,12.5357,3.08,7.58251e+07,9.00515e+06,0,28.1599,6.2847,N/A,N/A,N/A,31476.6
87.8,29.8665,1.20039e+06,0,34.0571,31.4894,15729.6,285636,25.2047,8.5553e+06,27.1668,1201.95,12.4014,3.08286,7.57885e+07,8.99451e+06,0,28.1214,6.2847,N/A,N/A,N/A,31305.7
87.9,29.9338,1.1993e+06,0,34.0197,31.4807,15674.5,285377,25.196,8.5553e+06,27.2663,1204.39,12.2669,3.08573,7.57517e+07,8.98387e+06,0,28.0831,6.2847,N/A,N/A,N/A,31135.4
88,30.0012,1.19821e+06,0,33.9823,31.472,15619.4,285118,25.1873,8.5553e+06,27.366,1206.83,12.1323,3.0886,7.57148e+07,8.97322e+06,0,28.0447,6.2847,N/A,N/A,N/A,30965.6
88.1,30.0687,1.19712e+06,0,33.945,31.4632,15564.3,284859,25.1785,8.5553e+06,27.4659,1209.28,11.9996,3.09148,7.56779e+07,8.96258e+06,0,28.0064,6.2847,N/A,N/A,N/A,30796.5
88.2,30.1362,1.19603e+06,0,33.9077,31.4545,15509.2,284599,25.1698,8.5553e+06,27.5661,1211.73,11.9771,3.09436,7.56408e+07,8.95192e+06,0,27.9682,6.2847,N/A,N/A,N/A,30627.9
88.3,30.2038,1.19494e+06,0,33.8706,31.4457,15454.1,284340,25.161,8.5553e+06,27.6666,1214.19,11.9546,3.09724,7.56036e+07,8.94127e+06,0,27.9301,6.33687,N/A,N/A,N/A,30459.9
88.4,30.2715,1.19385e+06,0,33.8334,31.4368,15399,284081,25.1,8.5553e+06,27.7673,1216.64,11.9321,3.10014,7.55663e+07,8.93061e+06,0,27.892,6.33687,N/A,N/A,N/A,30292.4
88.5,30.3392,1.19276e+06,0,33.7964,31.428,15343.9,283822,25.0911,8.5553e+06,27.8682,1219.11,11.9095,3.10303,7.55289e+07,8.91994e+06,0,27.854,6.33687,N/A,N/A,N/A,30125.6
88.6,30.407,1.19167e+06,0,33.7594,31.4191,15288.8,283562,25.0822,8.5553e+06,27.9694,1221.57,11.8869,3.10594,7.54914e+07,8.90928e+06,0,27.816,6.33687,N/A,N/A,N/A,29959.3
88.7,30.4749,1.19058e+06,0,33.7224,31.4102,15233.7,283303,25.0733,8.5553e+06,28.0708,1224.04,11.8643,3.10884,7.54538e+07,8.89861e+06,0,27.7781,6.33687,N/A,N/A,N/A,29793.6
88.8,30.5428,1.18949e+06,0,33.6856,31.4013,15178.6,283044,25.0644,8.5553e+06,28.1725,1226.51,11.8417,3.11176,7.54161e+07,8.88794e+06,0,27.7403,6.33687,N/A,N/A,N/A,29628.4
88.9,30.6108,1.1884e+06,0,33.6488,31.3923,15123.5,282785,25.0554,8.5553e+06,28.2745,1228.99,11.8191,3.11468,7.53783e+07,8.87726e+06,0,27.7025,6.33687,N/A,N/A,N/A,29463.8
89,30.6789,1.18731e+06,0,33.612,31.3833,15068.4,282525,25.0464,8.5553e+06,28.3766,1231.46,11.7964,3.1176,7.53404e+07,8.86658e+06,0,27.6648,6.33687,N/A,N/A,N/A,29299.8
89.1,30.7471,1.18622e+06,0,33.5753,31.3743,15013.2,282266,25.0374,8.5553e+06,28.4791,1233.94,11.7737,3.12053,7.53024e+07,8.8559e+06,0,27.6271,6.33687,N/A,N/A,N/A,29136.3
89.2,30.8153,1.18513e+06,0,33.5387,31.3652,14958.1,282007,25.0284,8.5553e+06,28.5818,1236.43,11.751,3.12347,7.52642e+07,8.84521e+06,0,27.5895,6.33687,N/A,N/A,N/A,28973.4
89.3,30.8837,1.18404e+06,0,33.5022,31.3562,14903,281748,25.0193,8.5553e+06,28.6847,1238.92,11.7282,3.12641,7.5226e+07,8.83452e+06,0,27.552,6.33687,N/A,N/A,N/A,28811
89.4,30.952,1.18295e+06,0,33.4657,31.347,14847.9,281488,25.0102,8.5553e+06,28.7879,1241.41,11.7054,3.12935,7.51877e+07,8.82383e+06,0,27.5145,6.33687,N/A,N/A,N/A,28649.2
89.5,31.0205,1.18187e+06,0,33.4292,31.3379,14792.7,281229,25.001,8.5553e+06,28.8913,1243.9,11.6827,3.1323,7.51492e+07,8.81313e+06,0,27.4771,6.33687,N/A,N/A,N/A,28487.9
89.6,31.089,1.18078e+06,0,33.3929,31.3287,14737.6,280970,24.9919,8.5553e+06,28.995,1246.4,11.6598,3.13526,7.51106e+07,8.80243e+06,0,27.4397,6.33687,N/A,N/A,N/A,28327.2
89.7,31.1576,1.17969e+06,0,33.3566,31.3195,14682.4,280711,24.9827,8.5553e+06,29.099,1248.9,11.637,3.13822,7.5072e+07,8.79173e+06,0,27.4024,6.33687,N/A,N/A,N/A,28167
89.8,31.2263,1.1786e+06,0,33.3203,31.3103,14627.3,280451,24.9735,8.5553e+06,29.2032,1251.41,11.6141,3.14119,7.50332e+07,8.78102e+06,0,27.3652,6.38715,N/A,N/A,N/A,28007.4
89.9,31.295,1.17751e+06,0,33.2841,31.3011,14572.2,280192,24.9139,8.5553e+06,29.3076,1253.92,11.5912,3.14417,7.49943e+07,8.77031e+06,0,27.328,6.38715,N/A,N/A,N/A,27848.3
90,31.3638,1.17642e+06,0,33.248,31.2918,14517,279933,24.9046,8.5553e+06,29.4123,1256.43,11.5683,3.14715,7.49553e+07,8.7596e+06,0,27.2909,6.38715,N/A,N/A,N/A,27689.8
90.1,31.4327,1.17533e+06,0,33.2119,31.2825,14461.9,279674,24.8953,8.5553e+06,29.5172,1258.95,11.5454,3.15013,7.49162e+07,8.74888e+06,0,27.2538,6.38715,N/A,N/A,N/A,27531.8
90.2,31.5016,1.17424e+06,0,33.1759,31.2731,14406.7,279414,24.886,8.5553e+06,29.6225,1261.46,11.5224,3.15312,7.4877e+07,8.73816e+06,0,27.2168,6.38715,N/A,N/A,N/A,27374.3
90.3,31.5707,1.17315e+06,0,33.14,31.2638,14351.5,279155,24.8766,8.5553e+06,29.7279,1263.99,11.4995,3.15612,7.48376e+07,8.72744e+06,0,27.1799,6.38715,N/A,N/A,N/A,27217.3
90.4,31.6398,1.17206e+06,0,33.1041,31.2544,14296.4,278896,24.8672,8.5553e+06,29.8336,1266.51,11.4764,3.15912,7.47982e+07,8.71671e+06,0,27.143,6.38715,N/A,N/A,N/A,27060.9
90.5,31.7089,1.17097e+06,0,33.0683,31.2449,14241.2,278637,24.8578,8.5553e+06,29.9396,1269.04,11.4534,3.16213,7.47586e+07,8.70598e+06,0,27.1062,6.38715,N/A,N/A,N/A,26905
90.6,31.7782,1.16988e+06,0,33.0326,31.2355,14186,278377,24.8483,8.5553e+06,30.0458,1271.57,11.4304,3.16514,7.47189e+07,8.69525e+06,0,27.0694,6.38715,N/A,N/A,N/A,26749.7
90.7,31.8475,1.16879e+06,0,32.9969,31.226,14130.9,278118,24.8388,8.5553e+06,30.1523,1274.11,11.4073,3.16816,7.46792e+07,8.68451e+06,0,27.0327,6.38715,N/A,N/A,N/A,26594.8
90.8,31.9169,1.1677e+06,0,32.9612,31.2165,14075.7,277859,24.8293,8.5553e+06,30.259,1276.65,11.3842,3.17118,7.46393e+07,8.67377e+06,0,26.996,6.38715,N/A,N/A,N/A,26440.5
90.9,31.9863,1.16661e+06,0,32.9257,31.2069,14020.5,277600,24.8198,8.5553e+06,30.366,1279.19,11.361,3.17421,7.45993e+07,8.66303e+06,0,26.9595,6.38715,N/A,N/A,N/A,26286.8
91,32.0558,1.16552e+06,0,32.8902,31.1973,13965.3,277340,24.8102,8.5553e+06,30.4733,1281.74,11.3379,3.17725,7.45591e+07,8.65228e+06,0,26.9229,6.38715,N/A,N/A,N/A,26133.5
91.1,32.1254,1.16443e+06,0,32.8547,31.1877,13934.1,277081,24.8006,8.5553e+06,30.5808,1284.29,11.3147,3.18029,7.45189e+07,8.64153e+06,0,26.8865,6.38715,N/A,N/A,N/A,26025.5
91.2,32.1951,1.16334e+06,0,32.8193,31.1781,13908.7,276822,24.7909,8.5553e+06,30.6885,1286.84,11.2915,3.18334,7.44785e+07,8.63078e+06,0,26.8501,6.38715,N/A,N/A,N/A,25935.5
91.3,32.2649,1.16225e+06,0,32.784,31.1684,13883.2,276563,24.7813,8.5553e+06,30.7966,1289.4,11.2683,3.18639,7.44381e+07,8.62002e+06,0,26.8137,6.38715,N/A,N/A,N/A,25847.3
91.4,32.3347,1.16116e+06,0,32.7487,31.1587,13857.6,276303,24.7716,8.5553e+06,30.9048,1291.96,11.245,3.18945,7.43975e+07,8.60926e+06,0,26.7774,6.43571,N/A,N/A,N/A,25759.1
91.5,32.4046,1.16008e+06,0,32.7135,31.149,13831.9,276044,24.7133,8.5553e+06,31.0134,1294.52,11.2218,3.19252,7.43568e+07,8.5985e+06,0,26.7412,6.43571,N/A,N/A,N/A,25671.1
91.6,32.4745,1.15899e+06,0,32.6784,31.1392,13806.1,275785,24.7035,8.5553e+06,31.1222,1297.09,11.1985,3.19559,7.4316e+07,8.58773e+06,0,26.705,6.43571,N/A,N/A,N/A,25583.1
91.7,32.5445,1.1579e+06,0,32.6433,31.1294,13780.2,275526,24.6937,8.5553e+06,31.2312,1299.66,11.1752,3.19867,7.4275e+07,8.57696e+06,0,26.6689,6.43571,N/A,N/A,N/A,25495.2
91.8,32.6146,1.15681e+06,0,32.6083,31.1196,13754.3,275266,24.6839,8.5553e+06,31.3405,1302.23,11.1518,3.20175,7.4234e+07,8.56618e+06,0,26.6328,6.43571,N/A,N/A,N/A,25407.4
91.9,32.6848,1.15572e+06,0,32.5733,31.1098,13728.3,275007,24.6741,8.5553e+06,31.4501,1304.81,11.1285,3.20484,7.41928e+07,8.55541e+06,0,26.5968,6.43571,N/A,N/A,N/A,25319.7
92,32.7551,1.15463e+06,0,32.5384,31.0999,13702.1,274748,24.6642,8.5553e+06,31.5599,1307.39,11.1051,3.20793,7.41515e+07,8.54463e+06,0,26.5609,6.43571,N/A,N/A,N/A,25232.1
92.1,32.8254,1.15354e+06,0,32.5036,31.09,13675.9,274489,24.6543,8.5553e+06,31.67,1309.97,11.0816,3.21103,7.41101e+07,8.53384e+06,0,26.525,6.43571,N/A,N/A,N/A,25144.6
92.2,32.8958,1.15245e+06,0,32.4688,31.08,13649.6,274229,24.6443,8.5553e+06,31.7804,1312.56,11.0582,3.21414,7.40685e+07,8.52305e+06,0,26.4892,6.43571,N/A,N/A,N/A,25057.1
92.3,32.9662,1.15136e+06,0,32.4341,31.07,13623.2,273970,24.6343,8.5553e+06,31.891,1315.15,11.0347,3.21725,7.40269e+07,8.51226e+06,0,26.4534,6.43571,N/A,N/A,N/A,24969.8
92.4,33.0367,1.15027e+06,0,32.3994,31.06,13596.8,273711,24.6243,8.5553e+06,32.0018,1317.75,11.0113,3.22037,7.39851e+07,8.50147e+06,0,26.4177,6.43571,N/A,N/A,N/A,24882.5
92.5,33.1073,1.14918e+06,0,32.3648,31.05,13570.2,273452,24.6143,8.5553e+06,32.113,1320.34,10.9878,3.22349,7.39432e+07,8.49067e+06,0,26.382,6.43571,N/A,N/A,N/A,24795.3
92.6,33.178,1.14809e+06,0,32.3303,31.0399,13543.5,273192,24.6042,8.5553e+06,32.2244,1322.95,10.9642,3.22662,7.39012e+07,8.47987e+06,0,26.3464,6.43571,N/A,N/A,N/A,24708.2
92.7,33.2488,1.147e+06,0,32.2958,31.0298,13516.8,272933,24.5941,8.5553e+06,32.336,1325.55,10.9407,3.22976,7.38591e+07,8.46907e+06,0,26.3109,6.43571,N/A,N/A,N/A,24621.1
92.8,33.3196,1.14591e+06,0,32.2614,31.0197,13489.9,272674,24.584,8.5553e+06,32.4479,1328.16,10.9171,3.2329,7.38168e+07,8.45826e+06,0,26.2754,6.43571,N/A,N/A,N/A,24534.1
92.9,33.3905,1.14482e+06,0,32.227,31.0095,13463,272415,24.5738,8.5553e+06,32.5601,1330.77,10.8935,3.23605,7.37744e+07,8.44745e+06,0,26.24,6.43571,N/A,N/A,N/A,24447.2
93,33.4614,1.14373e+06,0,32.1927,30.9993,13436,272155,24.5636,8.5553e+06,32.6726,1333.39,10.8698,3.2392,7.37319e+07,8.43663e+06,0,26.2046,6.43571,N/A,N/A,N/A,24360.4
93.1,33.5325,1.14264e+06,0,32.1584,30.9891,13408.9,271896,24.5534,8.5553e+06,32.7853,1336.01,10.8462,3.24236,7.36893e+07,8.42582e+06,0,26.1693,6.48272,N/A,N/A,N/A,24273.7
93.2,33.6036,1.14155e+06,0,32.1242,30.9788,13381.7,271637,24.4961,8.5553e+06,32.8983,1338.63,10.8225,3.24553,7.36466e+07,8.41499e+06,0,26.134,6.48272,N/A,N/A,N/A,24187
93.3,33.6748,1.14046e+06,0,32.0901,30.9686,13354.4,271378,24.4858,8.5553e+06,33.0115,1341.25,10.7988,3.2487,7.36037e+07,8.40417e+06,0,26.0988,6.48272,N/A,N/A,N/A,24100.4
93.4,33.746,1.13937e+06,0,32.056,30.9582,13327,271118,24.4755,8.5553e+06,33.125,1343.88,10.7751,3.25188,7.35607e+07,8.39334e+06,0,26.0637,6.48272,N/A,N/A,N/A,24013.9
93.5,33.8173,1.13829e+06,0,32.022,30.9479,13299.5,270859,24.4652,8.5553e+06,33.2388,1346.52,10.7513,3.25507,7.35176e+07,8.38251e+06,0,26.0286,6.48272,N/A,N/A,N/A,23927.4
93.6,33.8887,1.1372e+06,0,31.9881,30.9375,13271.9,270600,24.4548,8.5553e+06,33.3528,1349.15,10.7276,3.25826,7.34743e+07,8.37168e+06,0,25.9935,6.48272,N/A,N/A,N/A,23841
93.7,33.9602,1.13611e+06,0,31.9542,30.9271,13244.3,270341,24.4443,8.5553e+06,33.4671,1351.79,10.7038,3.26145,7.34309e+07,8.36084e+06,0,25.9586,6.48272,N/A,N/A,N/A,23754.7
93.8,34.0317,1.13502e+06,0,31.9203,30.9166,13216.5,270081,24.4339,8.5553e+06,33.5817,1354.44,10.6799,3.26466,7.33874e+07,8.35e+06,0,25.9237,6.48272,N/A,N/A,N/A,23668.5
93.9,34.1033,1.13393e+06,0,31.8866,30.9061,13188.6,269822,24.4234,8.5553e+06,33.6965,1357.09,10.6561,3.26787,7.33438e+07,8.33915e+06,0,25.8888,6.48272,N/A,N/A,N/A,23582.3
94,34.175,1.13284e+06,0,31.8528,30.8956,13160.7,269563,24.4129,8.5553e+06,33.8116,1359.74,10.6322,3.27108,7.33e+07,8.3283e+06,0,25.854,6.48272,N/A,N/A,N/A,23496.2
94.1,34.2468,1.13175e+06,0,31.8192,30.885,13132.6,269304,24.4023,8.5553e+06,33.927,1362.39,10.6083,3.27431,7.32561e+07,8.31745e+06,0,25.8192,6.48272,N/A,N/A,N/A,23410.2
94.2,34.3186,1.13066e+06,0,31.7856,30.8745,13104.5,269044,24.3917,8.5553e+06,34.0426,1365.05,10.5844,3.27754,7.32121e+07,8.3066e+06,0,25.7845,6.48272,N/A,N/A,N/A,23324.2
94.3,34.3905,1.12957e+06,0,31.752,30.8638,13076.2,268785,24.3811,8.5553e+06,34.1585,1367.71,10.5605,3.28077,7.3168e+07,8.29574e+06,0,25.7499,6.48272,N/A,N/A,N/A,23238.3
94.4,34.4625,1.12848e+06,0,31.7185,30.8532,13047.9,268526,24.3705,8.5553e+06,34.2747,1370.38,10.5365,3.28401,7.31237e+07,8.28488e+06,0,25.7153,6.48272,N/A,N/A,N/A,23152.5
94.5,34.5345,1.12739e+06,0,31.6851,30.8425,13019.5,268267,24.3598,8.5553e+06,34.3911,1373.05,10.5125,3.28726,7.30793e+07,8.27401e+06,0,25.6808,6.48272,N/A,N/A,N/A,23066.7
94.6,34.6066,1.1263e+06,0,31.6517,30.8318,12990.9,268007,24.3491,8.5553e+06,34.5078,1375.72,10.4885,3.29051,7.30347e+07,8.26314e+06,0,25.6463,6.48272,N/A,N/A,N/A,22981
94.7,34.6788,1.12521e+06,0,31.6184,30.821,12962.3,267748,24.3383,8.5553e+06,34.6248,1378.39,10.4645,3.29377,7.29901e+07,8.25227e+06,0,25.6119,6.48272,N/A,N/A,N/A,22895.4
94.8,34.7511,1.12412e+06,0,31.5852,30.8103,12933.6,267489,24.3275,8.5553e+06,34.742,1381.07,10.4404,3.29704,7.29453e+07,8.2414e+06,0,25.5775,6.52828,N/A,N/A,N/A,22809.8
94.9,34.8234,1.12303e+06,0,31.552,30.7994,12904.8,267230,24.2712,8.5553e+06,34.8596,1383.76,10.4163,3.30031,7.29003e+07,8.23052e+06,0,25.5432,6.52828,N/A,N/A,N/A,22724.3
95,34.8958,1.12194e+06,0,31.5188,30.7886,12875.8,266970,24.2603,8.5553e+06,34.9773,1386.44,10.3922,3.30359,7.28553e+07,8.21964e+06,0,25.509,6.52828,N/A,N/A,N/A,22638.9
95.1,34.9683,1.12085e+06,0,31.4857,30.7777,12846.8,266711,24.2494,8.5553e+06,35.0954,1389.13,10.3681,3.30688,7.28101e+07,8.20875e+06,0,25.4748,6.52828,N/A,N/A,N/A,22553.5
95.2,35.0408,1.11976e+06,0,31.4527,30.7668,12817.7,266452,24.2385,8.5553e+06,35.2137,1391.83,10.3439,3.31017,7.27647e+07,8.19786e+06,0,25.4406,6.52828,N/A,N/A,N/A,22468.2
95.3,35.1134,1.11867e+06,0,31.4197,30.7558,12788.5,266193,24.2275,8.5553e+06,35.3323,1394.53,10.3197,3.31347,7.27193e+07,8.18697e+06,0,25.4065,6.52828,N/A,N/A,N/A,22382.9
95.4,35.1861,1.11758e+06,0,31.3868,30.7448,12759.2,265933,24.2166,8.5553e+06,35.4512,1397.23,10.2955,3.31677,7.26737e+07,8.17608e+06,0,25.3725,6.52828,N/A,N/A,N/A,22297.7
95.5,35.2589,1.1165e+06,0,31.354,30.7338,12729.8,265674,24.2055,8.5553e+06,35.5703,1399.93,10.2713,3.32009,7.26279e+07,8.16518e+06,0,25.3385,6.52828,N/A,N/A,N/A,22212.6
95.6,35.3317,1.11541e+06,0,31.3212,30.7228,12700.3,265415,24.1945,8.5553e+06,35.6898,1402.64,10.247,3.32341,7.25821e+07,8.15428e+06,0,25.3046,6.52828,N/A,N/A,N/A,22127.6
95.7,35.4047,1.11432e+06,0,31.2884,30.7117,12670.7,265156,24.1834,8.5553e+06,35.8095,1405.35,10.2228,3.32673,7.25361e+07,8.14337e+06,0,25.2707,6.52828,N/A,N/A,N/A,22042.6
95.8,35.4776,1.11323e+06,0,31.2557,30.7006,12641,264896,24.1723,8.5553e+06,35.9294,1408.07,10.1984,3.33006,7.24899e+07,8.13246e+06,0,25.2369,6.52828,N/A,N/A,N/A,21957.6
95.9,35.5507,1.11214e+06,0,31.2231,30.6894,12611.2,264637,24.1611,8.5553e+06,36.0497,1410.79,10.1741,3.3334,7.24436e+07,8.12155e+06,0,25.2032,6.52828,N/A,N/A,N/A,21872.8
96,35.6238,1.11105e+06,0,31.1905,30.6782,12581.3,264378,24.1499,8.5553e+06,36.1702,1413.51,10.1498,3.33674,7.23972e+07,8.11063e+06,0,25.1695,6.52828,N/A,N/A,N/A,21787.9
