
-8.27714	-0.0654938	8.23359	0.142267	-8.19738	-0.217205	8.15148	0.292312	-8.1136	-0.367388	
-8.28133	-0.0655149	8.23775	0.14231	-8.20152	-0.21727	8.1556	0.292398	-8.11771	-0.367495	
-8.28552	-0.065536	8.24192	0.142353	-8.20567	-0.217334	8.15973	0.292483	-8.12181	-0.367602	
-8.28971	-0.0655571	8.24609	0.142396	-8.20983	-0.217398	8.16386	0.292569	-8.12592	-0.367709	
-8.29391	-0.0655781	8.25027	0.142439	-8.21398	-0.217462	8.16799	0.292654	-8.13004	-0.367816	
-8.29811	-0.0655991	8.25445	0.142482	-8.21815	-0.217526	8.17213	0.29274	-8.13416	-0.367923	
-8.30232	-0.0656201	8.25863	0.142525	-8.22231	-0.21759	8.17627	0.292825	-8.13828	-0.368029	
-8.30653	-0.0656411	8.26282	0.142567	-8.22648	-0.217654	8.18042	0.29291	-8.14241	-0.368136	
-8.31074	-0.065662	8.26701	0.14261	-8.23066	-0.217718	8.18457	0.292995	-8.14654	-0.368242	
-8.31496	-0.0656829	8.27121	0.142652	-8.23483	-0.217782	8.18872	0.29308	-8.15068	-0.368348	
-8.31918	-0.0657038	8.27541	0.142695	-8.23902	-0.217845	8.19288	0.293165	-8.15482	-0.368454	
-8.32341	-0.0657247	8.27962	0.142738	-8.2432	-0.217909	8.19705	0.29325	-8.15896	-0.36856	
-8.32764	-0.0657455	8.28383	0.14278	-8.2474	-0.217973	8.20121	0.293335	-8.16311	-0.368666	
-8.33188	-0.0657663	8.28804	0.142822	-8.25159	-0.218036	8.20539	0.293419	-8.16726	-0.368772	
-8.33612	-0.0657871	8.29226	0.142865	-8.25579	-0.2181	8.20956	0.293504	-8.17142	-0.368877	
-8.34036	-0.0658079	8.29648	0.142907	-8.25999	-0.218163	8.21374	0.293588	-8.17558	-0.368983	
-8.34461	-0.0658286	8.30071	0.142949	-8.2642	-0.218226	8.21793	0.293672	-8.17974	-0.369088	
-8.34887	-0.0658493	8.30494	0.142992	-8.26842	-0.218289	8.22212	0.293757	-8.18391	-0.369194	
-8.35313	-0.06587	8.30918	0.143034	-8.27263	-0.218353	8.22631	0.293841	-8.18809	-0.369299	
-8.35739	-0.0658907	8.31342	0.143076	-8.27685	-0.218416	8.23051	0.293925	-8.19227	-0.369404	
-8.36165	-0.0659113	8.31766	0.143118	-8.28108	-0.218479	8.23471	0.294009	-8.19645	-0.369509	
-8.36593	-0.0659319	8.32191	0.14316	-8.28531	-0.218541	8.23892	0.294093	-8.20064	-0.369613	
-8.3702	-0.0659525	8.32616	0.143202	-8.28954	-0.218604	8.24313	0.294176	-8.20483	-0.369718	
-8.37448	-0.065973	8.33042	0.143244	-8.29378	-0.218667	8.24734	0.29426	-8.20902	-0.369823	
-8.37876	-0.0659936	8.33468	0.143286	-8.29802	-0.21873	8.25156	0.294344	-8.21322	-0.369927	
-8.38305	-0.0660141	8.33895	0.143327	-8.30227	-0.218792	8.25578	0.294427	-8.21742	-0.370031	
-8.38735	-0.0660346	8.34322	0.143369	-8.30652	-0.218855	8.26001	0.29451	-8.22163	-0.370136	
-8.39164	-0.066055	8.34749	0.143411	-8.31078	-0.218917	8.26424	0.294594	-8.22585	-0.37024	
-8.39595	-0.0660755	8.35177	0.143453	-8.31504	-0.21898	8.26848	0.294677	-8.23006	-0.370344	
-8.40025	-0.0660959	8.35605	0.143494	-8.3193	-0.219042	8.27272	0.29476	-8.23428	-0.370448	
-8.40456	-0.0661162	8.36034	0.143536	-8.32357	-0.219104	8.27697	0.294843	-8.23851	-0.370551	
-8.40888	-0.0661366	8.36463	0.143577	-8.32785	-0.219167	8.28122	0.294926	-8.24274	-0.370655	
-8.4132	-0.0661569	8.36893	0.143619	-8.33212	-0.219229	8.28547	0.295009	-8.24697	-0.370758	
-8.41752	-0.0661772	8.37323	0.14366	-8.33641	-0.219291	8.28973	0.295091	-8.25121	-0.370862	
-8.42185	-0.0661975	8.37754	0.143702	-8.34069	-0.219353	8.29399	0.295174	-8.25545	-0.370965	
-8.42618	-0.0662177	8.38185	0.143743	-8.34498	-0.219415	8.29826	0.295257	-8.2597	-0.371068	
-8.43052	-0.066238	8.38616	0.143784	-8.34928	-0.219477	8.30253	0.295339	-8.26395	-0.371171	
-8.43486	-0.0662582	8.39048	0.143825	-8.35358	-0.219538	8.3068	0.295421	-8.26821	-0.371274	
-8.43921	-0.0662783	8.3948	0.143867	-8.35788	-0.2196	8.31108	0.295504	-8.27247	-0.371377	
-8.44356	-0.0662985	8.39913	0.143908	-8.36219	-0.219662	8.31537	0.295586	-8.27673	-0.37148	
-8.44791	-0.0663186	8.40346	0.143949	-8.36651	-0.219723	8.31966	0.295668	-8.281	-0.371582	
-8.45227	-0.0663387	8.4078	0.14399	-8.37082	-0.219785	8.32395	0.29575	-8.28528	-0.371685	
-8.45664	-0.0663587	8.41214	0.144031	-8.37514	-0.219846	8.32825	0.295832	-8.28955	-0.371787	
-8.461	-0.0663788	8.41649	0.144072	-8.37947	-0.219907	8.33255	0.295913	-8.29384	-0.371889	
-8.46538	-0.0663988	8.42084	0.144113	-8.3838	-0.219969	8.33686	0.295995	-8.29812	-0.371991	
-8.46975	-0.0664188	8.42519	0.144154	-8.38814	-0.22003	8.34117	0.296077	-8.30241	-0.372093	
-8.47414	-0.0664388	8.42955	0.144194	-8.39248	-0.220091	8.34549	0.296158	-8.30671	-0.372195	
-8.47852	-0.0664587	8.43391	0.144235	-8.39682	-0.220152	8.34981	0.29624	-8.31101	-0.372297	
-8.48291	-0.0664786	8.43828	0.144276	-8.40117	-0.220213	8.35413	0.296321	-8.31531	-0.372398	
-8.48731	-0.0664985	8.44265	0.144316	-8.40552	-0.220274	8.35846	0.296402	-8.31962	-0.3725	
-8.49171	-0.0665184	8.44703	0.144357	-8.40988	-0.220335	8.36279	0.296483	-8.32394	-0.372601	
-8.49612	-0.0665382	8.45141	0.144398	-8.41425	-0.220395	8.36713	0.296564	-8.32825	-0.372702	
-8.50053	-0.066558	8.4558	0.144438	-8.41861	-0.220456	8.37147	0.296645	-8.33258	-0.372804	
-8.50494	-0.0665778	8.46019	0.144478	-8.42298	-0.220517	8.37582	0.296726	-8.3369	-0.372905	
-8.50936	-0.0665975	8.46459	0.144519	-8.42736	-0.220577	8.38017	0.296807	-8.34123	-0.373005	
-8.51378	-0.0666173	8.46899	0.144559	-8.43174	-0.220638	8.38453	0.296887	-8.34557	-0.373106	
-8.51821	-0.066637	8.47339	0.144599	-8.43613	-0.220698	8.38889	0.296968	-8.34991	-0.373207	
-8.52264	-0.0666566	8.4778	0.14464	-8.44052	-0.220758	8.39325	0.297048	-8.35426	-0.373308	
-8.52708	-0.0666763	8.48221	0.14468	-8.44491	-0.220819	8.39762	0.297129	-8.3586	-0.373408	
-8.53152	-0.0666959	8.48663	0.14472	-8.44931	-0.220879	8.402	0.297209	-8.36296	-0.373508	
-8.53597	-0.0667155	8.49105	0.14476	-8.45371	-0.220939	8.40638	0.297289	-8.36732	-0.373608	
-8.54042	-0.0667351	8.49548	0.1448	-8.45812	-0.220999	8.41076	0.297369	-8.37168	-0.373709	
-8.54487	-0.0667546	8.49991	0.14484	-8.46253	-0.221059	8.41515	0.297449	-8.37605	-0.373808	
-8.54933	-0.0667741	8.50435	0.14488	-8.46695	-0.221119	8.41954	0.297529	-8.38042	-0.373908	
-8.5538	-0.0667936	8.50879	0.14492	-8.47137	-0.221179	8.42394	0.297609	-8.3848	-0.374008	
-8.55827	-0.0668131	8.51324	0.14496	-8.4758	-0.221238	8.42834	0.297688	-8.38918	-0.374108	
-8.56274	-0.0668325	8.51769	0.145	-8.48023	-0.221298	8.43275	0.297768	-8.39356	-0.374207	
-8.56722	-0.066852	8.52214	0.145039	-8.48467	-0.221358	8.43716	0.297847	-8.39795	-0.374307	
-8.57171	-0.0668713	8.5266	0.145079	-8.48911	-0.221417	8.44157	0.297927	-8.40235	-0.374406	
-8.57619	-0.0668907	8.53107	0.145119	-8.49355	-0.221477	8.44599	0.298006	-8.40675	-0.374505	
-8.58069	-0.06691	8.53554	0.145158	-8.498	-0.221536	8.45042	0.298085	-8.41115	-0.374604	
-8.58518	-0.0669293	8.54001	0.145198	-8.50246	-0.221595	8.45485	0.298164	-8.41556	-0.374703	
-8.58969	-0.0669486	8.54449	0.145237	-8.50691	-0.221655	8.45928	0.298243	-8.41998	-0.374802	
-8.59419	-0.0669679	8.54898	0.145277	-8.51138	-0.221714	8.46372	0.298322	-8.42439	-0.3749	
-8.59871	-0.0669871	8.55346	0.145316	-8.51585	-0.221773	8.46816	0.298401	-8.42882	-0.374999	
-8.60322	-0.0670063	8.55796	0.145356	-8.52032	-0.221832	8.47261	0.29848	-8.43324	-0.375097	
-8.60774	-0.0670255	8.56245	0.145395	-8.5248	-0.221891	8.47706	0.298558	-8.43768	-0.375196	
-8.61227	-0.0670446	8.56696	0.145434	-8.52928	-0.22195	8.48152	0.298637	-8.44211	-0.375294	
-8.6168	-0.0670638	8.57146	0.145473	-8.53377	-0.222008	8.48598	0.298715	-8.44655	-0.375392	
-8.62134	-0.0670829	8.57598	0.145512	-8.53826	-0.222067	8.49045	0.298794	-8.451	-0.37549	
-8.62588	-0.0671019	8.58049	0.145552	-8.54276	-0.222126	8.49492	0.298872	-8.45545	-0.375588	
-8.63042	-0.067121	8.58501	0.145591	-8.54726	-0.222184	8.4994	0.29895	-8.45991	-0.375685	
-8.63497	-0.06714	8.58954	0.14563	-8.55176	-0.222243	8.50388	0.299028	-8.46437	-0.375783	
-8.63953	-0.067159	8.59407	0.145669	-8.55627	-0.222301	8.50836	0.299106	-8.46883	-0.37588	
-8.64409	-0.0671779	8.59861	0.145708	-8.56079	-0.22236	8.51286	0.299184	-8.4733	-0.375978	
-8.64865	-0.0671969	8.60315	0.145746	-8.56531	-0.222418	8.51735	0.299262	-8.47778	-0.376075	
-8.65322	-0.0672158	8.60769	0.145785	-8.56984	-0.222476	8.52185	0.29934	-8.48225	-0.376172	
-8.6578	-0.0672347	8.61224	0.145824	-8.57437	-0.222534	8.52635	0.299417	-8.48674	-0.376269	
-8.66237	-0.0672535	8.6168	0.145863	-8.5789	-0.222592	8.53086	0.299495	-8.49123	-0.376366	
-8.66696	-0.0672724	8.62136	0.145901	-8.58344	-0.22265	8.53538	0.299572	-8.49572	-0.376463	
-8.67155	-0.0672912	8.62592	0.14594	-8.58799	-0.222708	8.5399	0.299649	-8.50022	-0.37656	
-8.67614	-0.0673099	8.63049	0.145978	-8.59253	-0.222766	8.54442	0.299726	-8.50472	-0.376656	
-8.68074	-0.0673287	8.63506	0.146017	-8.59709	-0.222824	8.54895	0.299804	-8.50923	-0.376753	
-8.68534	-0.0673474	8.63964	0.146055	-8.60165	-0.222882	8.55348	0.299881	-8.51374	-0.376849	
-8.68995	-0.0673661	8.64423	0.146094	-8.60621	-0.222939	8.55802	0.299958	-8.51826	-0.376945	
-8.69456	-0.0673848	8.64882	0.146132	-8.61078	-0.222997	8.56256	0.300034	-8.52278	-0.377041	
-8.69918	-0.0674034	8.65341	0.14617	-8.61535	-0.223054	8.56711	0.300111	-8.52731	-0.377137	
-8.7038	-0.067422	8.65801	0.146209	-8.61993	-0.223112	8.57167	0.300188	-8.53184	-0.377233	
-8.70843	-0.0674406	8.66261	0.146247	-8.62451	-0.223169	8.57622	0.300264	-8.53637	-0.377329	
-8.71306	-0.0674592	8.66722	0.146285	-8.6291	-0.223226	8.58079	0.300341	-8.54092	-0.377424	
-8.7177	-0.0674777	8.67183	0.146323	-8.6337	-0.223284	8.58535	0.300417	-8.54546	-0.37752	
-8.72234	-0.0674962	8.67645	0.146361	-8.63829	-0.223341	8.58992	0.300493	-8.55001	-0.377615	
-8.72699	-0.0675147	8.68107	0.146399	-8.6429	-0.223398	8.5945	0.300569	-8.55457	-0.37771	
-8.73164	-0.0675332	8.6857	0.146437	-8.6475	-0.223455	8.59908	0.300646	-8.55913	-0.377805	
-8.7363	-0.0675516	8.69034	0.146475	-8.65212	-0.223512	8.60367	0.300721	-8.56369	-0.3779	
